"jp","cn","status","category","occurrences","jp_text_rows","speaker_rows","aligned_cn_rows","variants_cn","first_stable_id","first_scene","source","basis"
"ゲージ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00214529","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ゲームオーバ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0871742696:00026930","crsa:photonmelodies11.rio.004@871742696","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ゲームセンタ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1410213692:00082200","crsa:photonmelodies11.rio.004@1410213692","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コケ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00411885","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コト","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00385609","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コピーラグドール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00229991","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コンタクト","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1410213692:00122890","crsa:photonmelodies11.rio.004@1410213692","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コンテナ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00151794","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コンビニ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00328455","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コート","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00360002","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"コールナンバ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00189665","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ゴシゴシ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00540089","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ゴツ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00164324","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ゴール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00479508","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サイコ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00325902","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サイン","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00216680","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サブマリナ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00350092","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サポート","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1139636328:00273141","crsa:photonmelodies11.rio.004@1139636328","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サラサラ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00192158","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サンセ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00551213","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"サーイエッサ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00329090","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ザバザバ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00426219","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シミュレータールーム","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00575178","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シャカシャカ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00253400","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シュール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00277800","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シリアス","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0655753292:00228788","crsa:photonmelodies11.rio.004@655753292","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シロガネェェェェ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00100434","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シンクロ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00205922","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シングル","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00318241","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"シーズン","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00205228","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ジェントル","绅士","candidate","公共总表术语","2","2","0","0","","pm:static:photonmelodies11.rio.004:0695803188:00147851","crsa:photonmelodies11.rio.004@695803188","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"ジグザグ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00446053","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ジジイ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00544863","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ジャイアニズム","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1676972672:00240567","crsa:photonmelodies11.rio.004@1676972672","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ジュール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00230084","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スクール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0979390512:00035950","crsa:photonmelodies11.rio.004@979390512","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スケジュール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00699593","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スケープゴート","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00711129","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スコア","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00283912","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スコール","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00529786","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スシ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00358076","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スタッフ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1169383896:00137532","crsa:photonmelodies11.rio.004@1169383896","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スタングレネード","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1511431932:00282985","crsa:photonmelodies11.rio.004@1511431932","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ステージ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00547780","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ストラトス","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00160996","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ストーップ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00357809","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スピ","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0258770628:00156854","crsa:photonmelodies11.rio.004@258770628","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スピリタス","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.004:0258770628:00147350","crsa:photonmelodies11.rio.004@258770628","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スペック","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00327240","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"スマン","","candidate","片假名/拉丁字母扫描候选","2","2","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00263288","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
