call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
1681,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,113,1,text,game_t01680,「…\w…\wったく、\w素直じゃないねぇ。それとも何かい、\wよっぽど昨日の甲板掃除が気に入ったのかい？」,game_s00005,ダリル,ok,1,"__line__=""6310"" speaker=""$game_s00005"" text=""$game_t01680"" voice=""020_ダリル_A_D0319"""
1682,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,114,1,text,game_t01681,「あ、\wいえ…\w…\w」,game_s00011,リリア,ok,1,"__line__=""6420"" speaker=""$game_s00011"" text=""$game_t01681"" voice=""010_リリア_A_L0342"""
1683,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,115,1,text,game_t01682,「…\w…\w…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""6460"" speaker=""$game_s00001"" text=""$game_t01682"" voice=""ウィル_A_Z0356"""
1684,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,116,1,text,game_t01683,「…\w…\w仕方ない、\w言ってやらなきゃいけないようだね」,game_s00005,ダリル,ok,1,"__line__=""6520"" speaker=""$game_s00005"" text=""$game_t01683"" voice=""020_ダリル_A_D0320"""
1685,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,117,1,text,game_t01684,「――ウィルバート・Ｄ・コリンズ少尉！」,game_s00005,ダリル,ok,1,"__line__=""6560"" speaker=""$game_s00005"" text=""$game_t01684"" voice=""020_ダリル_A_D0321"""
1686,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,118,1,text,game_t01685,…\w…\w…\w…\w！,,,ok,1,"__line__=""6640"" text=""$game_t01685"""
1687,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,119,1,text,game_t01686,「は――！」,game_s00001,ウィル,ok,1,"__line__=""6750"" speaker=""$game_s00001"" text=""$game_t01686"" voice=""ウィル_A_Z0357"""
1688,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,120,1,text,game_t01687,「補給拠点構築に影響が無い限り、\wセンサー類への注意を怠るな。復唱！」,game_s00005,ダリル,ok,1,"__line__=""6830"" ruby=""$game_t01687_ruby"" speaker=""$game_s00005"" text=""$game_t01687"" voice=""020_ダリル_A_D0322"""
1689,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,121,1,text,game_t01688,「了解！　補給拠点構築に影響が無い限り、\wセンサー類の確認を厳にします！」,game_s00001,ウィル,ok,1,"__line__=""6910"" speaker=""$game_s00001"" text=""$game_t01688"" voice=""ウィル_A_Z0358"""
1690,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,122,1,text,game_t01689,まあいい。これぐらいは付き合っても多分大丈夫だろう。,,,ok,1,"__line__=""6930"" text=""$game_t01689"""
1691,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,123,1,text,game_t01690,これでリリアの気が晴れるなら、\w下手にぶつかって出撃先で揉め事を起こすよりはいい。,,,ok,1,"__line__=""6940"" text=""$game_t01690"""
1692,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,124,1,text,game_t01691,「あ…\w…\w」,game_s00011,リリア,ok,1,"__line__=""7020"" speaker=""$game_s00011"" text=""$game_t01691"" voice=""010_リリア_A_L0343"""
1693,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,125,1,text,game_t01692,「いいだろう。任務を遂行せよ」,game_s00005,ダリル,ok,1,"__line__=""7080"" speaker=""$game_s00005"" text=""$game_t01692"" voice=""020_ダリル_A_D0323"""
1694,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,126,1,text,game_t01693,「はッ！　常に忠誠を！」,game_s00001,ウィル,ok,1,"__line__=""7090"" ruby=""$game_t01693_ruby"" speaker=""$game_s00001"" text=""$game_t01693"" voice=""ウィル_A_Z0359"""
1695,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,127,1,text,game_t01694,「ふふふ。面倒くさい男だな、\wウィル坊は」,game_s00005,ダリル,ok,1,"__line__=""7140"" speaker=""$game_s00005"" text=""$game_t01694"" voice=""020_ダリル_A_D0324"""
1696,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,128,1,text,game_t01695,「申し訳ありません。性分ですので」,game_s00001,ウィル,ok,1,"__line__=""7150"" speaker=""$game_s00001"" text=""$game_t01695"" voice=""ウィル_A_Z0360"""
1697,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,129,1,text,game_t01696,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""7250"" speaker=""$game_s00011"" text=""$game_t01696"""
1698,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,130,1,text,game_t01697,「さて、\wこれで異論はないようだね」,game_s00005,ダリル,ok,1,"__line__=""7320"" speaker=""$game_s00005"" text=""$game_t01697"" voice=""020_ダリル_A_D0325"""
1699,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,131,1,text,game_t01698,「フライング・ブーム作戦は既に発動済みだ。早速本日、\w貴様らふたりには出撃してもらう」,game_s00005,ダリル,ok,1,"__line__=""7330"" speaker=""$game_s00005"" text=""$game_t01698"" voice=""020_ダリル_A_D0326"""
1700,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,132,1,text,game_t01699,「は――！」,game_s00002,ウィル・リリア,ok,1,"__line__=""7410"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t01699"" voice=""010_リリア_A_ZL0361"""
1701,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,133,1,text,game_t01700,「今日の先導はコリンズ少尉とする」,game_s00005,ダリル,ok,1,"__line__=""7480"" speaker=""$game_s00005"" text=""$game_t01700"" voice=""020_ダリル_A_D0327"""
1702,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,134,1,text,game_t01701,「はッ！　承りました！」,game_s00001,ウィル,ok,1,"__line__=""7500"" speaker=""$game_s00001"" text=""$game_t01701"" voice=""ウィル_A_Z0362"""
1703,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,135,1,text,game_t01702,いくらリリアが歴戦の衛士でも、\w今回はこの環境での経験が考慮されたんだろう。,,,ok,1,"__line__=""7510"" text=""$game_t01702"""
1704,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,136,1,text,game_t01703,これなら、\wリリアの暴走を抑えることもできるはずだ。,,,ok,1,"__line__=""7520"" text=""$game_t01703"""
1705,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,137,1,text,game_t01704,「今回はまだ物資の運搬は行わず、\wまずは前回と同じく中継機の設置を担当してもらう」,game_s00005,ダリル,ok,1,"__line__=""7530"" speaker=""$game_s00005"" text=""$game_t01704"" voice=""020_ダリル_A_D0328"""
1706,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,138,1,text,game_t01705,「――メルも徹夜で協力してくれたからね。無駄にするんじゃないよ？」,game_s00005,ダリル,ok,1,"__line__=""7570"" speaker=""$game_s00005"" text=""$game_t01705"" voice=""020_ダリル_A_D0329"""
1707,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,139,1,text,game_t01706,「了解――！」,game_s00002,ウィル・リリア,ok,1,"__line__=""7690"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t01706"" voice=""010_リリア_A_ZL0363"""
1708,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,140,1,text,game_t01707,「――ナイヴス３よりナイヴス２、\w対地光学映像記録完了。ＧＰＳ照合開始します」,game_s00011,リリア,ok,1,"__line__=""8530"" speaker=""$game_s00011"" text=""$game_t01707"" voice=""010_リリア_A_L0344"""
1709,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,141,1,text,game_t01708,「ナイヴス２了解。そろそろ設置ポイントだ、\w高度を下げるぞ」,game_s00001,ウィル,ok,1,"__line__=""8540"" speaker=""$game_s00001"" text=""$game_t01708"" voice=""ウィル_A_Z0364"""
1710,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,142,1,text,game_t01709,ここまでは何の問題もなくこなしているな…\w…\w。,,,ok,1,"__line__=""8600"" text=""$game_t01709"""
1711,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,143,1,text,game_t01710,今回はまだ、\wＪＦＫから直接往復が可能な地点への設置に過ぎない。,,,ok,1,"__line__=""8610"" text=""$game_t01710"""
1712,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,144,1,text,game_t01711,方向的には前回リリアを発見した時と同じだが、\w\n記録済みの海岸線を飛ばせば内陸部を\nショートカットできる。前回よりは、\w\n遠距離まで進出できる飛行計画だ。,,,ok,1,"__line__=""8620"" text=""$game_t01711"""
1713,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,145,1,text,game_t01712,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""8640"" speaker=""$game_s00011"" text=""$game_t01712"""
1714,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,146,1,text,game_t01713,…\w…\w…\w…\w。,,,ok,1,"__line__=""8660"" text=""$game_t01713"""
1715,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,147,1,text,game_t01714,ってリリアの奴、\w聞こえてないのか？,,,ok,1,"__line__=""8670"" text=""$game_t01714"""
1716,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,148,1,text,game_t01715,「ナイヴス２よりナイヴス３、\wまもなく中継機設置ポイントだ。高度を下げろ」,game_s00001,ウィル,ok,1,"__line__=""8770"" speaker=""$game_s00001"" text=""$game_t01715"" voice=""ウィル_A_Z0365"""
1717,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,149,1,text,game_t01716,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""8790"" speaker=""$game_s00011"" text=""$game_t01716"""
1718,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,150,1,text,game_t01717,…\w…\wおいおい。,,,ok,1,"__line__=""8810"" text=""$game_t01717"""
1719,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,151,1,text,game_t01718,後でレコーダーを確認されたら大目玉だぞ？,,,ok,1,"__line__=""8820"" text=""$game_t01718"""
1720,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,152,1,text,game_t01719,前線じゃいちいちそんな確認なんてしないのかもしれないけどさ…\w…\w。,,,ok,1,"__line__=""8830"" text=""$game_t01719"""
1721,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,153,1,text,game_t01720,「リリア、\w聞こえてるだろ。高度を下げてくれ」,game_s00001,ウィル,ok,1,"__line__=""8840"" speaker=""$game_s00001"" text=""$game_t01720"" voice=""ウィル_A_Z0366"""
1722,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,154,1,text,game_t01721,「――ナイヴス３よりナイヴス２、\wよく聞こえない。再度送信願う」,game_s00011,リリア,ok,1,"__line__=""8850"" speaker=""$game_s00011"" text=""$game_t01721"" voice=""010_リリア_A_L0345"""
1723,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,155,1,text,game_t01722,やれやれ…\w…\w。,,,ok,1,"__line__=""8870"" text=""$game_t01722"""
1724,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,156,1,text,game_t01723,「そろそろウチの隊の伝統だな、\w性能のいい通信機は」,game_s00001,ウィル,ok,1,"__line__=""8880"" ruby=""$game_t01723_ruby"" speaker=""$game_s00001"" text=""$game_t01723"" voice=""ウィル_A_Z0367"""
1725,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,157,1,text,game_t01724,気持ちは分かるけどな、\wこれで懲罰でも食らったら設置任務から外される可能性もあるんだぞ？,,,ok,1,"__line__=""9060"" text=""$game_t01724"""
1726,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,158,1,text,game_t01725,面倒くさい奴だが、\wそれはそれで隊の負担になる…\w…\w。,,,ok,1,"__line__=""9070"" text=""$game_t01725"""
1727,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,159,1,text,game_t01726,「リリア、\wこれからも長いんだ。頼む」,game_s00001,ウィル,ok,1,"__line__=""9110"" ruby=""$game_t01726_ruby"" speaker=""$game_s00001"" text=""$game_t01726"" voice=""ウィル_A_Z0368"""
1728,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,160,1,text,game_t01727,「――分かってる…\w…\wナイヴス３了解、\w降下します」,game_s00011,リリア,ok,1,"__line__=""9160"" speaker=""$game_s00011"" text=""$game_t01727"" voice=""010_リリア_A_L0346"""
1729,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,161,1,text,game_t01728,よし、\w今回の中継機設置はここでいいだろう。地形的には申し分ない。,,,ok,1,"__line__=""10440"" text=""$game_t01728"""
1730,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,162,1,text,game_t01729,前回よりも結構距離は稼げたな…\w…\w。,,,ok,1,"__line__=""10500"" text=""$game_t01729"""
1731,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,163,1,text,game_t01730,「…\w…\wナイヴス３、\wこの辺りで設置する」,game_s00001,ウィル,ok,1,"__line__=""10510"" speaker=""$game_s00001"" text=""$game_t01730"" voice=""ウィル_A_Z0369"""
1732,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,164,1,text,game_t01731,「――了解」,game_s00011,リリア,ok,1,"__line__=""10630"" speaker=""$game_s00011"" text=""$game_t01731"" voice=""010_リリア_A_L0347"""
1733,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,165,1,text,game_t01732,「中継機を下ろす――ナイヴス３、\wサポート位置」,game_s00001,ウィル,ok,1,"__line__=""10650"" speaker=""$game_s00001"" text=""$game_t01732"" voice=""ウィル_A_Z0370"""
1734,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,166,1,text,game_t01733,「――了解。位置につきました」,game_s00011,リリア,ok,1,"__line__=""10870"" speaker=""$game_s00011"" text=""$game_t01733"" voice=""010_リリア_A_L0348"""
1735,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,167,1,text,game_t01734,やれやれ…\w…\w今のところは大人しいな。,,,ok,1,"__line__=""10890"" text=""$game_t01734"""
1736,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,168,1,text,game_t01735,このアンテナ設置がリリアにとっても遭難者発見の鍵なんだから、\w当然か…\w…\w。,,,ok,1,"__line__=""10900"" text=""$game_t01735"""
1737,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,169,1,text,game_t01736,「――スパイク打ち込み確認、\w固定完了しました」,game_s00011,リリア,ok,1,"__line__=""11160"" speaker=""$game_s00011"" text=""$game_t01736"" voice=""010_リリア_A_L0349"""
1738,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,170,1,text,game_t01737,「ナイヴス２了解。アンテナ伸張、\wシステムチェック開始せよ」,game_s00001,ウィル,ok,1,"__line__=""11230"" speaker=""$game_s00001"" text=""$game_t01737"" voice=""ウィル_A_Z0371"""
1739,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,171,1,text,game_t01738,「――了解。アンテナ展開開始、\wシステム起動します」,game_s00011,リリア,ok,1,"__line__=""11270"" speaker=""$game_s00011"" text=""$game_t01738"" voice=""010_リリア_A_L0350"""
1740,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,172,1,text,game_t01739,ここだけは、\w毎度のことながら俺も淡い期待を抱かざるを得ない。,,,ok,1,"__line__=""11280"" text=""$game_t01739"""
1741,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,173,1,text,game_t01740,それにこれで何か拾ってくれれば、\wリリアの気も晴れるんだろうが…\w…\w。,,,ok,1,"__line__=""11290"" text=""$game_t01740"""
1742,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,174,1,text,game_t01741,…\w…\w…\w…\w。,,,ok,1,"__line__=""11300"" text=""$game_t01741"""
1743,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,175,1,text,game_t01742,「――起動完了しました。中継、\w開始します」,game_s00011,リリア,ok,1,"__line__=""11310"" speaker=""$game_s00011"" text=""$game_t01742"" voice=""010_リリア_A_L0351"""
1744,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,176,1,text,game_t01743,「了解、\wこちらでも起動を確認した」,game_s00001,ウィル,ok,1,"__line__=""11350"" speaker=""$game_s00001"" text=""$game_t01743"" voice=""ウィル_A_Z0372"""
1745,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,177,1,text,game_t01744,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""11390"" speaker=""$game_s00011"" speaker_impl=""__nobody__"" text=""$game_t01744"" voice=""010_リリア_A_L0352"""
1746,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,178,1,text,game_t01745,「…\w…\w…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""11450"" speaker=""$game_s00001"" text=""$game_t01745"" voice=""ウィル_A_Z0373"""
1747,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,179,1,text,game_t01746,全帯域走査完了、\w特に何も拾わず、\wか…\w…\w。,,,ok,1,"__line__=""11500"" text=""$game_t01746"""
1748,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,180,1,text,game_t01747,「そうそう巧くはいかないか…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""11540"" speaker=""$game_s00001"" text=""$game_t01747"" voice=""ウィル_A_Z0374"""
1749,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,181,1,text,game_t01748,「…\w…\w…\w…\w」,game_s00011,リリア,ok,1,"__line__=""11580"" speaker=""$game_s00011"" speaker_impl=""__nobody__"" text=""$game_t01748"" voice=""010_リリア_A_L0353"""
1750,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,182,1,text,game_t01749,「…\w…\wナイヴス２よりソルティ・ベース。中継機Ｅ１２の設置を完了。繰り返す、\w中継機Ｅ１２の設置を完了した」,game_s00001,ウィル,ok,1,"__line__=""11850"" speaker=""$game_s00001"" text=""$game_t01749"" voice=""ウィル_A_Z0375"""
1751,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,183,1,text,game_t01750,「――ソルティ・ベースよりナイヴス２、\w感度良好。Ｅ１２中継機の発信を確認した」,game_s00018,ＪＦＫオペレーター,ok,1,"__line__=""11870"" speaker=""$game_s00018"" text=""$game_t01750"" voice=""070_JFKオペレーター２_A_Z0005"""
1752,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,184,1,text,game_t01751,「ナイヴス２了解、\w設置任務完了。これより帰投する」,game_s00001,ウィル,ok,1,"__line__=""11900"" speaker=""$game_s00001"" text=""$game_t01751"" voice=""ウィル_A_Z0376"""
1753,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,185,1,text,game_t01752,「――ソルティ・ベース了解。帰途の安全を祈る」,game_s00018,ＪＦＫオペレーター,ok,1,"__line__=""11910"" speaker=""$game_s00018"" text=""$game_t01752"" voice=""070_JFKオペレーター２_A_Z0006"""
1754,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,186,1,text,game_t01753,救難信号も何も無し――,,,ok,1,"__line__=""11930"" text=""$game_t01753"""
1755,050_UAF_DAY95_01.egpack,050_UAF_DAY95_01.xml,187,1,text,game_t01754,俺たちにはダリル隊長のような強い引きがなかった、\wってことか…\w…\w。,,,ok,1,"__line__=""11940"" text=""$game_t01754"""
